Date,Open,High,Low,Close,Adj Close,Volume,MA für 10 days,MA für 20 days,MA für 50 days,Daily Return
2017-01-24,119.550003,120.099998,119.5,119.970001,118.071304,23211000,117.80261910000002,116.41493644999994,,-0.0009160129030100217
2017-01-25,120.41999799999999,122.099998,120.279999,121.879997,119.951073,32377600,118.07523570000001,116.67869529999993,,0.015920625387519927
2017-01-26,121.66999799999999,122.440002,121.599998,121.940002,120.01013200000001,26337600,118.29077070000002,116.90899239999992,,0.0004923590804395417
2017-01-27,122.139999,122.349998,121.599998,121.949997,120.019958,20562900,118.55649710000004,117.16438484999992,,8.187642023416153e-05
2017-01-30,120.93,121.629997,120.660004,121.629997,119.705017,30377500,118.81139670000005,117.40550649999992,,-0.0026240719064407614
2017-01-31,121.150002,121.389999,120.620003,121.349998,119.42945900000001,49201000,118.94426040000003,117.67763024999991,,-0.002301975363321551
2017-02-01,127.029999,130.490005,127.010002,128.75,126.712341,111985000,119.80639640000001,118.29765929999989,,0.06098061618113815
2017-02-02,127.980003,129.389999,127.779999,128.529999,126.495819,33710400,120.66754830000002,118.91325949999991,,-0.001708768051250753
2017-02-03,128.309998,129.190002,128.16000400000001,129.080002,127.037125,24507300,121.56117860000003,119.5268920999999,,0.004279240249039473
2017-02-06,129.130005,130.5,128.899994,130.28999299999998,128.22796599999998,26845900,122.56601940000003,120.13609464999988,,0.009373960564677208
2017-02-07,130.53999299999998,132.08999599999999,130.449997,131.529999,129.448349,38183800,123.70372390000003,120.75317149999987,,0.009517292039086245
2017-02-08,131.350006,132.220001,131.220001,132.03999299999998,129.950287,23004100,124.70364530000003,121.38944049999989,,0.0038775156568431335
2017-02-09,131.649994,132.449997,131.119995,132.419998,130.889282,28349900,125.79156030000004,122.04116549999989,,0.0072258016636777
2017-02-10,132.46000700000002,132.940002,132.050003,132.119995,130.592758,20065500,126.84884030000003,122.70266869999989,,-0.0022654566933907327
2017-02-13,133.080002,133.820007,132.75,133.28999299999998,131.749222,23035400,128.05326080000003,123.4323287499999,,0.008855498709966714
2017-02-14,133.470001,135.08999599999999,133.25,135.020004,133.45924399999998,33226200,129.45623930000002,124.2002498499999,,0.012979370762432163
2017-02-15,135.520004,136.270004,134.619995,135.509995,133.943573,35623100,130.17936250000002,124.99287944999992,,0.0036290404881957894
2017-02-16,135.669998,135.899994,134.83999599999999,135.350006,133.785416,22584600,130.90832220000001,125.78793524999992,,-0.0011807733395314823
2017-02-17,135.100006,135.830002,135.100006,135.720001,134.151154,22198200,131.6197251,126.59045184999994,,0.002733765838871305
2017-02-21,136.229996,136.75,135.979996,136.699997,135.11982700000002,24507200,132.3089112,127.43746529999994,,0.00722075786243348
2017-02-22,136.429993,137.119995,136.110001,137.110001,135.52507,20836900,132.9165833,128.31015359999995,,0.0029991379429459286
2017-02-23,137.380005,137.479996,136.300003,136.529999,134.951782,20788200,133.4167328,129.06018904999993,,-0.0042301250978876714
2017-02-24,135.91000400000001,136.66000400000001,135.279999,136.66000400000001,135.080292,21776600,133.8358338,129.81369704999994,,0.0009522660471426025
2017-02-27,137.139999,137.440002,136.279999,136.929993,135.347153,20257400,134.31127329999998,130.58005679999997,,0.001975573165032829
2017-02-28,137.080002,137.440002,136.699997,136.990005,135.406479,23482900,134.676999,131.36512989999997,122.45918197999998,0.0004383246982668787
2017-03-01,137.889999,140.149994,137.600006,139.78999299999998,138.17408799999998,36414600,135.1484834,132.30236134999996,122.94292405999997,0.020439265686836183
2017-03-02,140.0,140.279999,138.759995,138.96000700000002,137.353699,26211000,135.489496,132.83442924999997,123.40730593999997,-0.00593735780618998
2017-03-03,138.779999,139.830002,138.58999599999999,139.779999,138.1642,21108100,135.92737440000002,133.41784829999997,123.87470995999996,0.005900831254642691
2017-03-06,139.369995,139.770004,138.600006,139.33999599999999,137.729309,21750000,136.28518990000003,133.95245749999998,124.32731417999997,-0.003147638823949972
2017-03-07,139.059998,139.979996,138.78999299999998,139.520004,137.907227,17446300,136.5639299,134.43642054999998,124.78131153999998,0.0012917947624351278
2017-03-08,138.949997,139.800003,138.820007,139.0,137.393234,18707200,136.7507463,134.8336648,125.24018527999996,-0.00372709256201631
2017-03-09,138.740005,138.78999299999998,137.050003,138.679993,137.07692,22155900,136.9632601,135.18999645,125.68820575999999,-0.0023022531080387765
2017-03-10,139.25,139.360001,138.639999,139.139999,137.531601,19612800,137.20839099999998,135.5221124,126.13075397999997,0.0033169770665988363
2017-03-13,138.850006,139.429993,138.820007,139.199997,137.590912,17421700,137.4327669,135.87202010000001,126.58433003999997,0.00043125361421481045
2017-03-14,139.300003,139.649994,138.83999599999999,138.990005,137.383347,15309100,137.6304537,136.15372635,127.03434529999997,-0.0015085662053029303
2017-03-15,139.41000400000001,140.75,139.029999,140.46000700000002,138.836365,25691800,137.69668140000002,136.4225824,127.53133291999997,0.010576376480331495
2017-03-16,140.720001,141.020004,140.259995,140.690002,139.06368999999998,19232000,137.8676805,136.67858825000002,128.02637151999997,0.0016373592034044648
2017-03-17,141.0,141.0,139.889999,139.990005,138.37178,43885000,137.8884385,136.90790644999998,128.51013081999997,-0.004975490007492089
2017-03-20,140.399994,141.5,140.229996,141.46000700000002,139.824799,21542000,138.0979875,137.19158869999998,129.01133733999998,0.010500833334658344
2017-03-21,142.110001,142.800003,139.729996,139.83999599999999,138.223511,39529900,138.1296159,137.3467729,129.45492925999997,-0.011452102999268465
2017-03-22,139.850006,141.600006,139.759995,141.419998,139.785248,25860200,138.3688173,137.5597818,129.90849797999996,0.011298635005733582
2017-03-23,141.259995,141.580002,140.610001,140.919998,139.291031,20346300,138.5902284,137.77674425,130.34982045999996,-0.0035355447521900896
2017-03-24,141.5,141.740005,140.350006,140.639999,139.014267,22395600,138.738495,137.973443,130.77301015999996,-0.001986947745400869
2017-03-27,139.389999,141.220001,138.619995,140.880005,139.25151100000002,23575100,138.9045549,138.1686609,131.21078649999995,0.0017066161993288809
2017-03-28,140.91000400000001,144.03999299999998,140.619995,143.800003,142.137741,33374800,139.3799943,138.505224,131.71042089999997,0.020726740983083358
2017-03-29,143.679993,144.490005,143.190002,144.119995,142.454041,29190000,139.74176189999997,138.71922165,132.19748527999997,0.002225306226021795
2017-03-30,144.190002,144.5,143.5,143.929993,142.26623500000002,21207300,140.0620164,138.96484845,132.68099035999995,-0.001318362039304799
2017-03-31,143.720001,144.270004,143.009995,143.66000400000001,141.999374,19661700,140.4247758,139.15660714999999,133.16329183999997,-0.001875785916454653
2017-04-03,143.71000700000002,144.119995,143.050003,143.699997,142.03891000000002,19985700,140.6461869,139.3720872,133.64205359999997,0.0002784237626289876
2017-04-04,143.25,144.889999,143.169998,144.770004,143.096542,19891400,141.13349,139.63155294999999,134.14039327999998,0.007446072347358834
2017-04-05,144.220001,145.46000700000002,143.809998,144.020004,142.355209,27717900,141.39048610000003,139.87965169999998,134.62607137999998,-0.005180649298988649
2017-04-06,144.28999299999998,144.520004,143.449997,143.66000400000001,141.999374,21149000,141.66132040000002,140.12577439999998,135.06703739999998,-0.0024996275338263763
2017-04-07,143.729996,144.179993,143.270004,143.33999599999999,141.68306,16672200,141.92819970000002,140.33334734999997,135.50049595999997,-0.0022275732004282123
2017-04-10,143.600006,143.880005,142.899994,143.169998,141.51503,18933400,142.15455160000005,140.52955324999996,135.93039739999998,-0.0011859568815073551
2017-04-11,142.940002,143.350006,140.059998,141.630005,139.992844,30379400,141.94006190000005,140.66002809999995,136.33615393999997,-0.010756355702994935
2017-04-12,141.600006,142.149994,141.009995,141.800003,140.160873,20350000,141.71074510000005,140.72625349999993,136.75078221999996,0.0012002684937240105
2017-04-13,141.91000400000001,142.380005,141.050003,141.050003,139.41953999999998,17822900,141.42607560000005,140.74404599999994,137.00492619999994,-0.00528915798063001
2017-04-17,141.479996,141.880005,140.869995,141.830002,140.190521,16582100,141.24519030000005,140.83498304999995,137.27882023999996,0.005529935043538492
2017-04-18,141.41000400000001,142.03999299999998,141.110001,141.199997,139.567795,14697500,140.99807880000006,140.82213284999995,137.52943363999995,-0.0044419979008424315
2017-04-19,141.880005,142.0,140.449997,140.679993,139.053818,17328400,140.59380640000006,140.86364819999991,137.74595067999996,-0.003682633232114818
2017-04-20,141.220001,142.919998,141.16000400000001,142.440002,140.79345700000002,23319600,140.43763120000006,140.91405864999993,137.97285283999994,0.012510544658328016
2017-04-21,142.440002,142.679993,141.850006,142.270004,140.625443,17320900,140.30023810000006,140.9807792499999,138.18635595999996,-0.0011933367045602328
2017-04-24,143.5,143.949997,143.179993,143.639999,141.97958400000002,17134300,140.32989050000003,141.12904509999993,138.40816199999995,0.009629416776308686
2017-04-25,143.91000400000001,144.899994,143.869995,144.529999,142.859299,18871500,140.46431740000003,141.30943449999992,138.65349281999994,0.006196066893673802
2017-04-26,144.470001,144.600006,143.380005,143.679993,142.019119,20041200,140.66694490000003,141.30350339999993,138.85889075999992,-0.005881171235482596
2017-04-27,143.919998,144.16000400000001,143.309998,143.78999299999998,142.127869,14246300,140.86364450000002,141.28719479999992,139.03226325999992,0.0007657419702766788
2017-04-28,144.08999599999999,144.300003,143.270004,143.649994,141.98945600000002,20860400,141.12063610000004,141.27335584999992,139.19318091999995,-0.0009738624871662438
2017-05-01,145.100006,147.199997,144.96000700000002,146.580002,144.885605,33602900,141.59014450000004,141.4176673999999,139.41518469999994,0.02039693003683296
2017-05-02,147.53999299999998,148.08999599999999,146.83999599999999,147.509995,145.804855,45352200,142.21385050000006,141.6059646499999,139.64825871999994,0.0063446606721213605
2017-05-03,145.58999599999999,147.490005,144.270004,147.059998,145.360062,45697000,142.84447490000005,141.71914064999993,139.85306341999996,-0.003050604864975215
2017-05-04,146.520004,147.139999,145.809998,146.529999,144.836182,23371900,143.24874740000004,141.84318929999992,140.03928565999996,-0.003604016074236327
2017-05-05,146.759995,148.979996,146.759995,148.96000700000002,147.238113,27327700,143.91001440000005,142.10512624999993,140.28501227999996,0.01658377738789052
2017-05-08,149.029999,153.699997,149.029999,153.009995,151.241272,48752400,144.83618320000005,142.58303684999993,140.60823187999998,0.027188334042287154
2017-05-09,153.869995,154.880005,153.449997,153.990005,152.20996100000002,39130400,145.77124940000004,143.11778339999995,140.94548803999996,0.006404924973125059
2017-05-10,153.630005,153.940002,152.110001,153.259995,151.488388,25805700,146.71817630000004,143.69256059999995,141.26712621999997,-0.004740642434039044
2017-05-11,152.449997,154.070007,152.309998,153.949997,152.798523,27255100,147.78524170000006,144.32444309999997,141.55961491999997,0.008648418649751521
2017-05-12,154.699997,156.419998,154.669998,156.100006,154.932449,32527000,149.07954100000003,145.10008854999995,141.91118991999997,0.013965619288087039
2017-05-15,156.009995,156.649994,155.050003,155.699997,154.535416,26009700,150.04452210000005,145.81733329999997,142.23861423999995,-0.002562620048689679
2017-05-16,155.940002,156.059998,154.720001,155.470001,154.307144,20048500,150.894751,146.55430074999998,142.57017093999994,-0.0014771500663640635
2017-05-17,153.600006,154.570007,149.71000700000002,150.25,149.12618999999998,50767700,151.27136380000002,147.05791934999996,142.79455019999995,-0.03357559388177134
2017-05-18,151.270004,153.33999599999999,151.130005,152.53999299999998,151.399048,33568200,151.9276504,147.58819889999998,143.07466647999996,0.015241172593492891
2017-05-19,153.380005,153.979996,152.630005,153.059998,151.915176,26960800,152.3953567,148.15268554999997,143.37143159999997,0.003409057103186175
2017-05-22,154.0,154.580002,152.91000400000001,153.990005,152.838211,22966400,152.55505060000002,148.69561689999998,143.67756379999997,0.006075989406088
2017-05-23,154.899994,154.899994,153.309998,153.800003,152.649643,19918900,152.5990188,149.18513409999997,143.97873841999998,-0.0012337752370054078
2017-05-24,153.83999599999999,154.169998,152.669998,153.33999599999999,152.193069,19178000,152.66948689999998,149.69383159999998,144.27493285999998,-0.0029909929104779964
2017-05-25,153.729996,154.350006,153.029999,153.869995,152.719101,19235600,152.66154469999998,150.22339319999998,144.55258757999997,0.0034563466224601935
2017-05-26,154.0,154.240005,153.309998,153.610001,152.46106,21701100,152.4144058,150.74697339999997,144.82053497999996,-0.0016896445717028419
2017-05-30,153.419998,154.429993,153.330002,153.669998,152.520599,20126900,152.2129241,151.12872309999997,145.10351135999997,0.00039051938901635275
2017-05-31,153.970001,154.169998,152.380005,152.759995,151.617416,24451200,151.94395130000004,151.41935114999998,145.33936369999995,-0.00592171159778887
2017-06-01,153.169998,153.330002,152.220001,153.179993,152.034271,16404100,152.23475940000003,151.75306159999997,145.61557889999997,0.002749387313130347
2017-06-02,153.580002,155.449997,152.889999,155.449997,154.28729199999998,27770700,152.52358380000004,152.22561709999997,145.90561977999997,0.014819165344634566
2017-06-05,154.33999599999999,154.449997,153.46000700000002,153.929993,152.778656,25331700,152.60993180000003,152.50264424999997,146.17537227999998,-0.009778096306207518
2017-06-06,153.899994,155.809998,153.779999,154.449997,153.29478500000002,26624900,152.65558920000004,152.60531989999998,146.46098264,0.0033782794895120816
2017-06-07,155.020004,155.979996,154.479996,155.369995,154.207901,21069600,152.81141500000004,152.70521689999998,146.76011043999998,0.005956601850480192
2017-06-08,155.25,155.53999299999998,154.399994,154.990005,153.830734,21250800,152.97518150000005,152.82233419999997,146.99397029999997,-0.0024458344712180446
2017-06-09,155.190002,155.190002,146.020004,148.979996,147.865692,64882700,152.48984060000006,152.57569264999998,147.10220331999997,-0.038776659545809666
2017-06-12,145.740005,146.08999599999999,142.509995,145.419998,144.33230600000002,72307300,151.67696520000007,152.0456855,147.14352473999998,-0.023895914949628616
2017-06-13,147.16000400000001,147.449997,145.149994,146.58999599999999,145.493561,34165400,150.97426140000007,151.59359275,147.21340847999997,0.00804570391884396
2017-06-14,147.5,147.5,143.83999599999999,145.16000400000001,144.074265,31531200,150.21994630000006,151.08194880000002,147.25411558,-0.009755043386421747
2017-06-15,143.320007,144.479996,142.21000700000002,144.28999299999998,143.210754,32165400,149.33759460000005,150.786177,147.25639981999996,-0.005993513137130924
2017-06-16,143.779999,144.5,142.199997,142.270004,141.20588700000002,50361100,148.02945410000007,150.27651895000002,147.23341337999997,-0.013999416552195498
2017-06-19,143.66000400000001,146.740005,143.66000400000001,146.33999599999999,145.24543799999998,32541400,147.27613230000006,149.94303205000003,147.29833465999997,0.0286075254072089
2017-06-20,146.869995,146.869995,144.940002,145.009995,143.925369,24900100,146.33919070000007,149.49738995,147.34318083999995,-0.009088540185337779
2017-06-21,145.520004,146.070007,144.610001,145.869995,144.778946,21265800,145.39629520000005,149.1038551,147.40845915999998,0.005930691760116291
2017-06-22,145.770004,146.699997,145.119995,145.630005,144.54075600000002,19106300,144.46729740000006,148.72123945,147.49941739999997,-0.0016451977762013126
2017-06-23,145.130005,147.16000400000001,145.110001,146.279999,145.18588300000002,35439400,144.19931650000007,148.34457855,147.59991759999997,0.004463287849414632
2017-06-26,147.169998,148.279999,145.380005,145.820007,144.72933999999998,25692400,144.23901990000007,147.95799255,147.70611359999998,-0.0031445412636987857
2017-06-27,145.009995,146.16000400000001,143.619995,143.729996,142.654953,24761900,143.95515910000006,147.46471025,147.75540223999997,-0.014332871275444026
2017-06-28,144.490005,146.110001,143.16000400000001,145.830002,144.739243,22082400,144.02165690000007,147.1208016,147.85883119999997,0.014610708960101748
2017-06-29,144.71000700000002,145.130005,142.279999,143.679993,142.605316,31499400,143.96111310000006,146.64935385,147.92986115999997,-0.014743251075314823
2017-06-30,144.449997,144.96000700000002,143.779999,144.020004,142.942795,23024100,144.13480390000004,146.082129,147.97284791999996,0.002366524681309823
2017-07-03,144.880005,145.300003,143.100006,143.5,142.426682,14258300,143.85292830000006,145.5645303,148.00887269999998,-0.0036106261949053753
2017-07-05,143.690002,144.78999299999998,142.720001,144.08999599999999,143.01225300000002,21569600,143.76161670000005,145.0504037,148.02952607999998,0.004111385533786649
2017-07-06,143.020004,143.5,142.41000400000001,142.729996,141.66243,24128800,143.44996510000007,144.42313015,148.00558869999998,-0.009438512936370658
2017-07-07,142.899994,144.75,142.899994,144.179993,143.101578,19201700,143.30604730000007,143.88667234999997,148.02723788,0.010158995578432473
2017-07-10,144.110001,145.949997,143.369995,145.059998,143.975006,21090600,143.18495960000004,143.69213804999998,148.06418062,0.006103552540839274
2017-07-11,144.729996,145.850006,144.380005,145.529999,144.441483,19781800,143.15617390000006,143.6975969,148.11322115999997,0.0032399859736764736
2017-07-12,145.869995,146.179993,144.820007,145.740005,144.64991799999999,24884500,143.35567040000007,143.65541475,148.10850741999997,0.0014430411241346253
2017-07-13,145.5,148.490005,145.440002,147.770004,146.664749,25199400,143.54822100000007,143.78493895,148.12570529999996,0.013929015846383175
2017-07-14,147.970001,149.330002,147.330002,149.03999299999998,147.925232,20132100,144.0802126000001,144.02066284999998,148.17700869999996,0.00859431464339111
2017-07-17,148.820007,150.899994,148.570007,149.559998,148.44134499999998,23793500,144.6300676000001,144.38243574999998,148.24911195999996,0.0034890126114521802
2017-07-18,149.199997,150.130005,148.669998,150.080002,148.957474,17868800,145.2831468000001,144.56803754999999,148.28349917999995,0.003476989513939044
2017-07-19,150.479996,151.419998,149.949997,151.020004,149.89044199999998,20923000,145.97096570000008,144.86629119999998,148.25648257999993,0.006263317811095348
2017-07-20,151.5,151.740005,150.190002,150.33999599999999,149.21551499999998,17243700,146.72627420000006,145.08811964999998,148.19659365999993,-0.004502802119964344
2017-07-21,149.990005,150.440002,148.880005,150.270004,149.146042,26252600,147.33072060000006,145.31838394999997,148.14974673999993,-0.0004655883136548411
2017-07-24,150.580002,152.440002,149.899994,152.08999599999999,150.952423,21493200,148.02846230000006,145.60671094999998,148.11282473999992,0.012111491366294524
2017-07-25,151.800003,153.83999599999999,151.800003,152.740005,151.59758,18853900,148.74407200000005,145.95012294999998,148.04612735999993,0.004273909535059239
2017-07-26,153.350006,153.929993,153.059998,153.46000700000002,152.31218,15781000,149.51029820000002,146.4329843,148.00166263999992,0.004713795563227485
2017-07-27,153.75,153.990005,147.300003,150.559998,149.433868,32476300,149.78721010000004,146.66771554999997,147.9041971199999,-0.018897451274087373
2017-07-28,149.889999,150.229996,149.190002,149.5,148.38179,17213700,149.83286590000003,146.95653924999996,147.88930911999992,-0.007040425400753114
2017-07-31,149.899994,150.330002,148.130005,148.729996,147.617554,19845900,149.75048680000003,147.19027719999997,147.81367923999994,-0.00515047028344906
2017-08-01,149.100006,150.220001,148.41000400000001,150.050003,148.927689,35368600,149.7475083,147.51532755,147.7539294999999,0.008875197864340434
2017-08-02,159.279999,159.75,156.16000400000001,157.139999,155.964661,69936800,150.3549302,148.16294795,147.81645849999992,0.04725093128921132
2017-08-03,157.050003,157.21000700000002,155.020004,155.570007,154.406403,27097300,150.874019,148.8001466,147.8515936999999,-0.009991096636949082
2017-08-04,156.070007,157.399994,155.690002,156.389999,155.22026100000002,20559900,151.4814409,149.40608075,147.91213753999992,0.005270882451681835
2017-08-07,157.059998,158.919998,156.669998,158.809998,157.622162,21870300,152.14841479999998,150.08843855,148.01019875999992,0.015474146123230614
2017-08-08,158.600006,161.830002,158.270004,160.080002,158.88266000000002,36205900,152.87692279999996,150.8104974,148.13863075999996,0.007996959209327414
2017-08-09,159.259995,161.270004,159.110001,161.059998,159.855331,26131500,153.63123789999995,151.57076805000003,148.28532539999992,0.006121945591797129
2017-08-10,159.899994,160.0,154.630005,155.320007,154.763657,40804300,154.16421679999993,151.97571345,148.34825021999993,-0.03185176226622066
2017-08-11,156.600006,158.570007,156.070007,157.479996,156.915909,26257100,155.01762869999996,152.4252473,148.44588297999996,0.013906701623107809
2017-08-14,159.320007,160.21000700000002,158.75,159.850006,159.27742,22122700,156.18361529999999,152.96705104999998,148.54568553999997,0.015049532039482338
2017-08-15,160.66000400000001,162.199997,160.139999,161.600006,161.021149,29465500,157.39296129999997,153.5702348,148.71053539999994,0.010947747646841588
2017-08-16,161.940002,162.509995,160.149994,160.949997,160.373474,27671600,157.83384259999997,154.09438640000002,148.85210917999996,-0.004022297716929191
2017-08-17,160.520004,160.71000700000002,157.83999599999999,157.860001,157.29453999999998,27940600,158.12265629999996,154.49833765,148.91384195999996,-0.01919852406514566
2017-08-18,157.860001,159.5,156.720001,157.5,156.93583700000002,27428100,158.2942139,154.88782740000002,148.97594401999996,-0.002280454235728535
2017-08-21,157.5,157.889999,155.110001,157.21000700000002,156.646881,26368500,158.19668579999998,155.1725503,149.15156779999995,-0.0018412365558034827
2017-08-22,158.229996,160.0,158.020004,159.779999,159.207672,21604600,158.22918699999997,155.5530549,149.44907511999995,0.016347539023135793
2017-08-23,159.070007,160.470001,158.880005,159.979996,159.406952,19399100,158.1843491,155.9077935,149.72734293999994,0.0012516984734252112
2017-08-24,160.429993,160.740005,158.550003,159.270004,158.699493,19818900,158.5779327,156.37107475,150.01984749999994,-0.004438068673441542
2017-08-25,159.649994,160.559998,159.270004,159.860001,159.287384,25480100,158.81508019999998,156.91635445000003,150.34138009999995,0.0037044289738217273
2017-08-28,160.139999,162.0,159.929993,161.470001,160.891617,25966000,158.9764999,157.58005760000003,150.73509469999996,0.010071312364574814
2017-08-29,160.100006,163.119995,160.0,162.91000400000001,162.32646200000002,29516900,159.1070312,158.24999625000004,151.07671517999995,0.008918084277815597
2017-08-30,163.800003,163.889999,162.610001,163.350006,162.764893,27269600,159.34617310000002,158.59000785000003,151.45350565999996,0.002700921307580595
2017-08-31,163.639999,164.520004,163.479996,164.0,163.412552,26785100,159.95797430000002,159.04031530000003,151.82617777999994,0.003979107460231113
2017-09-01,164.800003,164.940002,163.630005,164.050003,163.462372,16591100,160.61062780000003,159.45242085,152.20461009999994,0.00030487254124755836
2017-09-05,163.75,164.25,160.559998,162.080002,161.499435,29468500,161.09588320000003,159.64628450000004,152.53088113999993,-0.012008494529860303
2017-09-06,162.71000700000002,162.990005,160.520004,161.91000400000001,161.330048,21651700,161.30812080000004,159.7686539,152.86289529999993,-0.001048839582627692
2017-09-07,162.08999599999999,162.240005,160.360001,161.259995,160.682358,21928500,161.43566140000001,159.81000525,153.22344339999992,-0.004014689191687459
2017-09-08,160.860001,161.149994,158.529999,158.630005,158.061798,28611500,161.3718919,159.9749123,153.4898944999999,-0.016308946623748155
2017-09-11,160.5,162.050003,159.889999,161.5,160.92150900000001,31085900,161.53530440000003,160.1751923,153.8562183599999,0.018092360305808963
2017-09-12,162.610001,163.96000700000002,158.770004,160.860001,160.283798,71714000,161.4745225,160.2255112,154.20303841999993,-0.003962869873411545
2017-09-13,159.869995,159.96000700000002,157.91000400000001,159.649994,159.078125,44907400,161.1496888,160.12836,154.5360672799999,-0.007522113994328894
2017-09-14,158.990005,159.399994,158.08999599999999,158.279999,157.713043,23760700,160.6445038,159.99533845000002,154.83008307999992,-0.00858120498968673
2017-09-15,158.470001,160.970001,158.0,159.880005,159.30731200000002,49114600,160.23397980000001,160.09597705000002,155.1829807199999,0.010108669325466169
2017-09-18,160.110001,160.5,158.0,158.669998,158.10163899999998,28269400,159.69790650000002,160.15426715,155.48298193999992,-0.0075682213506939044
2017-09-19,159.509995,159.770004,158.440002,158.729996,158.16142299999998,20810600,159.36410530000003,160.22999425,155.76671027999993,0.00037813649737050703
2017-09-20,157.899994,158.259995,153.830002,156.070007,155.51097099999998,52951400,158.78219760000002,160.0451592,155.98810003999992,-0.016757891714214046
2017-09-21,155.800003,155.800003,152.75,153.389999,152.840561,37511700,157.9980179,159.71683965000003,156.15191289999993,-0.017171843136391862
2017-09-22,151.53999299999998,152.270004,150.559998,151.889999,151.345932,46645400,157.32643130000002,159.34916160000003,156.24553655999992,-0.009779007550227425
2017-09-25,149.990005,151.830002,149.16000400000001,150.550003,150.010727,44387300,156.23535310000003,158.88532875,156.28724645999992,-0.008822206070262961
2017-09-26,151.779999,153.919998,151.690002,153.139999,152.591446,36660000,155.46611790000003,158.4703202,156.37024847999993,0.01720356304919446
2017-09-27,153.800003,154.720001,153.53999299999998,154.229996,153.677551,25504200,154.9260605,158.03787465,156.46465001999994,0.007117731881248535
2017-09-28,153.889999,154.279999,152.699997,153.279999,152.73095700000002,22005500,154.4278519,157.53617785,156.52146031999993,-0.00615961143212107
2017-09-29,153.21000700000002,154.130005,152.0,154.119995,153.567932,26299800,153.8539139,157.04394685000003,156.60850865999993,0.005480061255688895
2017-10-02,154.259995,154.449997,152.720001,153.809998,153.259048,18698800,153.36965479999998,156.53378065,156.69076877999993,-0.0020113834703459066
2017-10-03,154.009995,155.08999599999999,153.91000400000001,154.479996,153.926651,16230300,152.9461776,156.15514145,156.75025333999992,0.004356042978943542
2017-10-04,153.630005,153.860001,152.46000700000002,153.479996,152.930237,20163800,152.6881042,155.7351509,156.77690647999992,-0.006473303963457133
2017-10-05,154.179993,155.440002,154.050003,155.389999,154.83338899999998,21283800,152.887387,155.44270245,156.82733065999994,0.012444576280882691
2017-10-06,154.970001,155.490005,154.559998,155.300003,154.74371299999999,17407600,153.2271651,155.27679819999997,156.93352755999993,-0.0005791774021041141
2017-10-09,155.809998,156.729996,155.490005,155.83999599999999,155.28178400000002,16262900,153.7542708,154.99481194999998,157.07152743999993,0.0034771751922486605
